codigo_municipio,municipio,n_unidades_economicas_urbanas,flag_universo_analitico_menor_30,n_universo_caracterizacion,n_universo_sociodemografico_educacion,n_universo_sociodemografico_trabajadores,n_universo_sectorial_ingresos_2023,n_universo_territorial_credito_2023,poblacion_total_2023,poblacion_cabecera_2023,pct_poblacion_cabecera_2023,area_municipal_km2,densidad_poblacion_hab_km2_2023,ue_urbanas_visibles_por_1000_hab_total_2023,va_total_2023_miles_millones_cop,va_2023_por_habitante_millones_cop,distancia_lineal_nucleo_urbano_top5_km,nodo_mas_cercano,tramo_distancia,cluster,perfil,silueta_individual,distancia_centroide,margen_pertenencia,tipo_asignacion,region_contigua,candidato_polo_secundario,madurez_permanencia_observada,formalizacion_gestion,escala_capacidades,finanzas_redes,densidad_emprendedora,pct_operacion_menos_3_anios,pct_operacion_mas_10_anios,pct_persona_natural,pct_registro_camara_comercio_si,pct_rut_si,pct_no_lleva_registros_contables,pct_estados_financieros,pct_gestion_contable_formal,pct_ue_un_solo_trabajador_sociodemografico,pct_ue_ingresos_hasta_10m_2023,pct_activos_fijos_mayores_50m_2023,pct_remuneracion_mayor_10m_2023,pct_propietarios_educacion_superior,pct_propietarias_mujeres,pct_propietarios_menores_35,promedio_reporte_medios_digitales,pct_solicito_credito_si,pct_obtuvo_credito_entre_solicitantes,pct_fuente_credito_formal_entre_fuentes_reportadas,pct_asociacion_productores_comerciantes_si,pct_cooperativa_si,pct_ica_si_entre_respuestas_validas,pct_iva_si_entre_respuestas_validas,pct_renta_si_entre_respuestas_validas,pct_ue_vivienda_actividad_visible,pct_ue_emplazamiento_movil_semifijo,n_gestion_contable,n_activos_fijos,n_remuneracion,n_iva_valido,n_renta_valido,pct_ciiu_primario_extractivo_sectorial_2023,pct_ciiu_manufactura_sectorial_2023,pct_ciiu_infraestructura_logistica_sectorial_2023,pct_ciiu_comercio_sectorial_2023,pct_ue_alojamiento_comidas_sectorial_2023,pct_ciiu_servicios_empresariales_conocimiento_sectorial_2023,pct_ciiu_servicios_sociales_personales_sectorial_2023
15491,NOBSA,734,False,687,592,592,383,394,16840,5702,33.8599,55.49150903,303.46985141268914,43.58669833729216,2184.812574886784,129.73946406691118,13.32892741269168,SOGAMOSO,Muy próximo,4,Capacidades intermedias y baja densidad,0.1401445082990826,1.1726499040058431,0.1567504725341988,intermedia,1,False,-0.2390608587021227,0.4373525758540628,0.1642764677629937,0.040298699840165,0.4570204869803316,58.8064,19.6507,94.4687,54.294,57.6419,34.9345,6.9869,7.860262008733625,77.027,35.7702,7.329842931937172,14.24731182795699,31.4189,68.2432,19.2568,17.82995,19.0355,94.6667,78.6667,0.7614,0.2538,60.5744,16.260162601626014,10.187667560321715,31.4714,1.9074,687.0,382.0,372.0,369.0,373.0,0.0,9.8985,2.0305,61.4213,15.736,3.8071,7.1066
15494,NUEVO COLÓN,169,False,130,115,115,87,87,5227,1139,21.7907,51.39679732,101.69894375823338,32.33212167591353,166.56144331070294,31.865590838091247,19.8214763851521,TUNJA,Próximo,4,Capacidades intermedias y baja densidad,0.2910820259599331,0.8662707344175247,0.8297205542316359,intermedia,1,False,-0.3368146834118624,-0.3900154179477664,-0.2834004533122005,-0.7407741925499985,-0.2564739272145015,57.6923,17.6923,96.1538,60.7692,59.2308,54.6154,10.0,14.615384615384617,70.4348,35.6322,5.747126436781609,10.344827586206897,24.3478,55.6522,14.7826,8.620725,14.9425,92.3077,61.5385,0.0,0.0,46.5116,12.790697674418606,5.813953488372093,14.7929,0.0,130.0,87.0,87.0,86.0,86.0,0.0,3.4483,0.0,72.4138,13.7931,2.2989,8.046
15500,OICATÁ,55,False,51,41,41,31,31,2907,480,16.5119,60.3021762,48.20721544706044,18.91984864121087,54.63052224487129,18.79274931024124,14.941416379919696,TUNJA,Muy próximo,4,Capacidades intermedias y baja densidad,0.1484952832360454,1.4464240835559117,0.2478412621404919,intermedia,1,False,0.9505597560775386,0.2860457903074446,0.4205981916921461,-0.969910646036355,-1.1067575211550398,47.0588,23.5294,88.2353,50.9804,50.9804,47.0588,9.8039,13.725490196078432,56.0976,19.3548,12.903225806451612,20.0,19.5122,60.9756,4.878,8.870975,12.9032,100.0,100.0,0.0,0.0,53.3333,31.03448275862069,10.344827586206897,5.4545,3.6364,51.0,31.0,30.0,29.0,29.0,0.0,6.4516,3.2258,35.4839,38.7097,3.2258,12.9032
15507,OTANCHE,365,False,354,284,284,202,206,8171,3765,46.0776,475.04006749,17.200654343061295,44.670175009178806,128.44055827157354,15.71907456511731,35.95501451371655,PUERTO BOYACÁ,Intermedio,2,Renovación y articulación financiera,0.0358687424502725,1.0968485870010174,0.5056902746207765,representativa,4,False,-0.9831601171808484,-0.0483248496107039,0.2938414733898657,0.4576861574151957,0.5257085040031623,61.8644,13.8418,90.9605,67.7966,54.8023,53.3898,3.1073,4.519774011299435,66.9014,21.2871,4.761904761904762,39.68253968253968,17.2535,63.3803,27.1127,19.78155,23.7864,95.9184,85.7143,0.4854,0.0,49.1979,18.71657754010695,18.181818181818183,6.5753,6.3014,354.0,189.0,189.0,187.0,187.0,0.4854,1.9417,1.4563,62.6214,20.3883,2.4272,10.6796
15511,PACHAVITA,49,False,49,46,46,33,37,2330,549,23.5622,66.69016938,34.93768304476302,21.03004291845493,80.7762612184653,34.667923269727595,41.22726185838096,TUNJA,Lejano,5,Permanencia con brechas de gestión,0.2421673403789854,1.2776026809675198,1.1331824456513273,intermedia,1,False,1.9697439524808675,0.1108960095443842,-0.31039312237167,0.0096917940536016,-0.9729797812204742,46.9388,34.6939,85.7143,51.0204,30.6122,36.7347,4.0816,4.081632653061225,80.4348,30.303,3.0303030303030303,18.181818181818183,21.7391,63.0435,15.2174,16.891875,21.6216,75.0,87.5,0.0,0.0,70.9677,3.225806451612903,9.67741935483871,10.2041,10.2041,49.0,33.0,33.0,31.0,31.0,0.0,0.0,2.7027,59.4595,21.6216,2.7027,13.5135
15514,PÁEZ,125,False,125,113,113,68,68,3359,1499,44.6264,339.06908338,9.906535761137256,37.21345638582912,70.94387408868594,21.12053411392853,62.66278565681163,TUNJA,Muy lejano,4,Capacidades intermedias y baja densidad,0.1285367974736412,1.6613117930506824,0.1900548167817008,intermedia,1,True,0.1794937555530496,-0.0107534947406401,-0.4666003463780503,-1.758770162849482,0.0529828523809296,54.4,20.8,95.2,53.6,48.8,36.0,11.2,11.2,78.7611,22.0588,19.11764705882353,8.823529411764707,15.9292,54.8673,24.7788,12.867675,5.8824,100.0,75.0,0.0,0.0,28.3582,10.44776119402985,13.432835820895525,10.4,0.0,125.0,68.0,68.0,67.0,67.0,0.0,1.4706,0.0,55.8824,27.9412,1.4706,13.2353
15516,PAIPA,1842,False,1695,1463,1463,946,1072,37228,23132,62.136,305.10919495,122.01533292400696,49.478886859353175,1061.3263927456262,28.508821122424685,10.573992458818909,DUITAMA,Muy próximo,3,Mayores capacidades y densidad,0.2347699338058235,0.9753778368647824,1.1332194863285554,representativa,1,False,-0.5887347428062284,1.5003450581924498,1.0538256858202448,-0.3442413483546852,0.8305612894789363,61.8289,18.1711,87.0796,58.4071,59.469,26.1947,7.7876,11.386430678466075,71.2919,25.5814,12.258064516129032,21.0239651416122,30.9638,62.1326,19.6172,29.6875,17.0709,92.8962,80.3279,0.3731,0.0933,72.6486,20.10989010989011,17.067833698030636,14.1151,8.7405,1695.0,930.0,918.0,910.0,914.0,0.0933,5.8769,2.6119,62.5933,15.2985,4.4776,9.0485
15518,PAJARITO,100,False,84,68,68,60,68,2245,959,42.7171,313.68257428,7.156916526692565,44.54342984409799,47.971218048931306,21.36802585698499,38.08356250519748,SOGAMOSO,Lejano,3,Mayores capacidades y densidad,0.0164751274910806,1.89115514548324,0.3282743604375879,intermedia,2,False,-0.3282522127349971,2.052595007927553,-0.08601830832367,-0.6021215256534342,0.517673375714269,54.7619,15.4762,72.619,44.0476,29.7619,15.4762,5.9524,10.714285714285714,83.8235,36.6667,4.3478260869565215,10.869565217391305,10.2941,73.5294,16.1765,44.852900000000005,16.1765,100.0,81.8182,0.0,0.0,55.5556,15.555555555555555,35.55555555555556,5.0,25.0,84.0,46.0,46.0,45.0,45.0,0.0,0.0,0.0,45.5882,51.4706,0.0,2.9412
15522,PANQUEBA,95,False,86,80,80,64,67,1731,873,50.4333,39.71524863,43.585274163245245,54.88157134604275,36.297619121577725,20.969161826445823,90.85365421750838,DUITAMA,Muy lejano,5,Permanencia con brechas de gestión,0.2945517150445212,1.9972132035797605,1.3121679423446706,intermedia,3,True,1.9891202950130804,-1.453588559833071,-0.7582014135589745,-1.4135092918286043,1.173069525807205,39.5349,29.0698,95.3488,46.5116,20.9302,45.3488,3.4884,4.651162790697675,80.0,29.6875,4.6875,7.8125,15.0,61.25,10.0,12.68655,8.9552,100.0,100.0,0.0,1.4925,25.3968,30.15873015873016,6.349206349206349,44.2105,6.3158,86.0,64.0,64.0,63.0,63.0,0.0,2.9851,0.0,52.2388,29.8507,1.4925,13.4328
15531,PAUNA,259,False,242,178,178,144,152,7321,2308,31.5257,252.62872291,28.9792859484475,35.37768064472067,237.52114828446497,32.44381208639052,23.410432837221045,CHIQUINQUIRÁ,Próximo,2,Renovación y articulación financiera,0.3144923910513159,0.6598400016003854,1.702989151063029,representativa,4,False,-1.2088117209119054,-0.9351122296358448,-0.103270049632611,1.295779373976506,-0.0633978677833428,65.2893,14.0496,90.9091,58.6777,40.4959,62.3967,5.7851,5.785123966942149,74.7191,23.6111,3.4965034965034967,29.37062937062937,17.4157,62.3596,25.2809,17.927599999999998,25.6579,100.0,89.7436,1.9737,1.9737,67.6056,11.971830985915492,13.380281690140844,4.6332,5.7915,242.0,143.0,143.0,142.0,142.0,0.0,1.9737,0.0,67.7632,21.7105,1.3158,7.2368
15533,PAYA,26,True,21,13,13,14,14,2746,599,21.8135,443.81045728,6.187326041908807,9.46831755280408,35.51241282120587,12.932415448363392,57.47112259026965,SOGAMOSO,Muy lejano,1,Brechas de escala y gestión,0.3300302770414454,1.0452692611052243,1.3019308819484716,representativa,2,False,-0.6059676930374938,-0.5252322774861513,-1.5871881318127272,-0.8145724677669058,-1.7059461748081386,57.1429,14.2857,95.2381,33.3333,23.8095,23.8095,4.7619,14.285714285714285,92.3077,42.8571,0.0,7.142857142857142,15.3846,61.5385,30.7692,10.714275,14.2857,100.0,100.0,0.0,0.0,46.1538,0.0,15.384615384615383,7.6923,0.0,21.0,13.0,14.0,13.0,13.0,0.0,0.0,0.0,78.5714,7.1429,7.1429,7.1429
15537,PAZ DE RÍO,193,False,169,146,146,96,99,4392,2918,66.439,122.69950912,35.794764229289854,43.943533697632056,103.63432091530836,23.59615685685528,36.51613350403872,DUITAMA,Lejano,5,Permanencia con brechas de gestión,-0.1011279167275328,1.369660191832337,0.096490276781513,fronteriza,1,False,0.4024828360731998,-0.5797628055216772,0.1415227242422369,-0.1498149530504199,0.4796423984080092,52.6627,21.8935,92.8994,71.5976,59.7633,68.0473,9.4675,11.242603550295858,65.7534,28.125,7.142857142857142,18.55670103092784,23.9726,58.9041,23.2877,10.858575,20.202,100.0,95.0,0.0,1.0101,65.9794,10.75268817204301,25.51020408163265,12.4352,3.1088,169.0,98.0,97.0,93.0,98.0,1.0101,4.0404,5.0505,56.5657,23.2323,1.0101,9.0909
15542,PESCA,215,False,155,138,138,89,95,6986,2448,35.0415,263.09258439,26.55339000222133,30.77583738906384,116.74413012680851,16.711155185629618,28.392068685682112,SOGAMOSO,Intermedio,2,Renovación y articulación financiera,0.028219161249278,1.2672907381527827,0.4813148867808781,intermedia,2,False,-0.8609437697660417,-1.1481714385938946,-1.0101523904057386,0.7446006287494894,-0.3551360252192096,63.871,16.7742,96.129,56.7742,34.1935,49.0323,12.9032,15.483870967741936,71.0145,47.191,9.473684210526317,11.702127659574469,17.3913,66.6667,15.2174,6.57895,24.2105,100.0,95.6522,1.0526,0.0,23.4043,16.304347826086957,7.526881720430108,41.8605,3.7209,155.0,95.0,94.0,92.0,93.0,0.0,1.0526,1.0526,66.3158,24.2105,2.1053,5.2632
15550,PISBA,20,True,18,11,11,10,13,1925,638,33.1429,464.95074657,4.140223484317353,10.38961038961039,25.77381517772063,13.38899489751721,49.48223443432414,SOGAMOSO,Lejano,1,Brechas de escala y gestión,0.3500633058514675,1.1764912950757151,1.162894053656078,intermedia,2,False,0.6222946633027882,-1.2742840271364615,-1.837074445093078,-0.6910996836075586,-1.6475399537056834,50.0,22.2222,94.4444,27.7778,33.3333,55.5556,5.5556,11.11111111111111,100.0,40.0,8.333333333333332,8.333333333333332,18.1818,81.8182,9.0909,5.7692250000000005,15.3846,100.0,100.0,0.0,0.0,33.3333,0.0,0.0,15.0,0.0,18.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,53.8462,30.7692,7.6923,7.6923
15572,PUERTO BOYACÁ,2141,False,1936,1607,1607,1289,1389,47733,34467,72.2079,1513.60103672,31.536051338494225,44.85366517922611,3092.381501373193,64.7849810691386,0.0,PUERTO BOYACÁ,Muy próximo,3,Mayores capacidades y densidad,0.2725322492082212,1.225103186223031,0.9445647493815784,intermedia,4,False,-0.0916334317311726,0.9990347177418916,1.2201068555430608,1.3085649811554327,0.5373410349572298,55.9917,19.0599,86.5702,55.4752,55.5269,36.7252,11.4153,14.049586776859504,56.5028,25.9116,11.71875,31.367924528301888,26.0734,56.1917,22.8998,26.69185,24.2621,95.549,89.6142,2.3758,0.144,40.0936,16.521048451151707,31.02906520031422,22.653,8.7342,1936.0,1280.0,1272.0,1259.0,1273.0,0.216,6.9114,2.3758,53.5637,17.8546,4.2477,14.8308
15580,QUÍPAMA,135,False,133,98,98,88,89,4975,1472,29.5879,167.32685907,29.73222606132076,27.1356783919598,111.64661011785871,22.4415296719314,46.28011935989056,CHIQUINQUIRÁ,Lejano,1,Brechas de escala y gestión,0.3933158453893584,0.6807967887094597,1.4808464016089944,representativa,4,False,-0.2800575865128051,-1.4270399126393685,-1.3229754063559347,-0.4307837571839956,-0.585907309591682,56.391,17.2932,94.7368,31.5789,32.3308,57.8947,6.015,9.774436090225564,80.6122,39.7727,4.545454545454546,21.59090909090909,10.2041,65.3061,20.4082,11.235975000000002,13.4831,100.0,100.0,1.1236,1.1236,11.4943,8.045977011494253,11.494252873563218,6.6667,3.7037,133.0,88.0,88.0,87.0,87.0,0.0,0.0,0.0,73.0337,17.9775,0.0,8.9888
15599,RAMIRIQUÍ,650,False,483,437,437,294,355,10116,4382,43.3175,125.68380229,80.48769861894031,64.25464610517992,190.85045720196405,18.86619782542152,23.29738553100586,TUNJA,Próximo,3,Mayores capacidades y densidad,0.3049829424440679,1.161857891495527,1.4090327556875808,representativa,1,False,-0.8178978126053371,1.0760221977686475,0.5310017415934123,-0.267467471289798,1.767284367083673,58.7992,13.2505,78.4679,55.9006,47.8261,46.1698,9.3168,12.215320910973086,70.7094,40.1361,2.491103202846975,15.357142857142858,23.7986,51.7162,20.3661,34.29575,19.1549,100.0,76.4706,0.0,0.5634,34.1637,15.357142857142858,12.099644128113878,6.4615,13.2308,483.0,281.0,280.0,280.0,281.0,0.0,5.9155,0.5634,69.5775,10.9859,3.662,9.2958
15600,RÁQUIRA,464,False,445,375,375,324,345,8035,2623,32.6447,220.66637022,36.41243562392069,57.74735532047293,243.88329331506048,30.3526189564481,23.945268863967023,CHIQUINQUIRÁ,Intermedio,3,Mayores capacidades y densidad,0.2823769570416357,1.2786051975762005,1.1591407198699843,intermedia,5,False,0.8168187075303377,0.3025536527926815,0.8324876739939228,0.5931171674938606,1.354748581320834,51.0112,25.1685,88.9888,52.1348,47.4157,41.1236,7.4157,10.561797752808989,64.0,16.9753,12.77258566978193,52.66457680250783,20.5333,54.1333,24.5333,24.27535,24.6377,96.4706,82.3529,0.5797,0.0,37.1875,11.11111111111111,15.723270440251572,3.0172,9.9138,445.0,321.0,319.0,315.0,318.0,0.0,26.9565,2.6087,46.6667,16.8116,0.8696,6.087
15621,RONDÓN,72,False,72,64,64,39,39,2475,700,28.2828,206.36342971,11.99340408074283,29.09090909090909,45.23871001988968,18.278266674702905,25.31666935042377,TUNJA,Intermedio,1,Brechas de escala y gestión,0.3319167258349974,1.113191130782674,1.236398397982371,representativa,2,False,-0.4947886750934004,-1.06295276827948,-1.41366744228532,-1.5554091727229895,-0.461953630645246,63.8889,20.8333,97.2222,41.6667,27.7778,37.5,2.7778,5.555555555555555,81.25,46.1538,10.526315789473683,7.894736842105263,12.5,73.4375,14.0625,10.897425,7.6923,100.0,100.0,0.0,0.0,29.7297,35.13513513513514,18.91891891891892,19.4444,1.3889,72.0,38.0,38.0,37.0,37.0,0.0,0.0,0.0,51.2821,23.0769,5.1282,20.5128
15632,SABOYÁ,198,False,197,175,175,144,146,14314,1338,9.3475,248.65196067,57.56640712355739,13.832611429369848,316.9475346461877,22.142485304330563,10.624800918387376,CHIQUINQUIRÁ,Muy próximo,4,Capacidades intermedias y baja densidad,0.3063504586125533,1.1382530870924088,0.787556261615505,intermedia,4,False,0.3413290732134388,0.2226153631883631,0.0688786411704754,-0.2068268124200903,-1.4292676824468853,52.7919,21.3198,89.8477,64.467,51.269,45.1777,6.0914,8.629441624365482,73.7143,26.3889,3.597122302158273,41.726618705035975,25.1429,63.4286,18.2857,13.698625,17.1233,100.0,80.0,0.6849,0.0,35.0365,32.846715328467155,16.05839416058394,3.0303,7.5758,197.0,139.0,139.0,137.0,137.0,0.0,4.7945,2.0548,65.7534,15.0685,2.7397,9.589
15638,SÁCHICA,262,False,241,199,199,133,143,6130,3019,49.2496,63.92725827,95.89023784047856,42.74061990212072,173.54666995810874,28.31103914487908,19.266616369458987,TUNJA,Próximo,3,Mayores capacidades y densidad,0.0037384077383451,1.808976112184713,0.2977252423044363,intermedia,5,False,-1.6873284678645066,0.6031792371906922,1.2284843316670229,0.1732098055078721,0.4033825532198287,66.805,9.9585,90.0415,55.1867,54.7718,38.1743,9.1286,11.618257261410788,63.8191,20.3008,8.333333333333332,32.57575757575758,26.6332,71.8593,25.6281,29.1958,23.0769,100.0,96.9697,0.0,0.0,81.5385,16.27906976744186,22.30769230769231,10.3053,4.5802,241.0,132.0,132.0,129.0,130.0,0.0,3.4965,2.0979,51.7483,32.1678,1.3986,9.0909
15646,SAMACÁ,1008,False,965,739,739,592,665,19212,7947,41.3648,167.58623676,114.6394857443662,52.46720799500312,605.7506886544837,31.529808903522994,16.717450132574278,TUNJA,Próximo,3,Mayores capacidades y densidad,0.3783336126011119,1.0638819704215077,1.765659232494688,representativa,5,False,-0.3090408796306926,2.0300947237227795,1.3273460562745536,0.4654075911386737,1.0200087029408142,58.6528,18.7565,83.4197,66.8394,67.8756,29.5337,13.7824,22.38341968911917,62.9229,18.4122,15.177065767284992,34.63497453310696,29.0934,55.4804,25.9811,26.578950000000003,25.1128,98.8024,92.8144,0.1504,0.0,85.2843,22.241681260945708,36.195286195286194,4.3651,8.3333,965.0,593.0,589.0,571.0,594.0,0.1504,6.7669,4.3609,56.9925,18.4962,4.5113,8.7218
15660,SAN EDUARDO,70,False,70,60,60,38,38,1685,796,47.2404,109.46960166,15.392400944633165,41.54302670623145,35.97386773812276,21.349476402446744,48.18556809727885,TUNJA,Lejano,5,Permanencia con brechas de gestión,0.0609026972171742,2.01472792514529,0.4509107343575205,intermedia,1,False,0.5777959646732261,-1.0685200734299631,-0.4329553193443811,-2.1240311754486325,0.3274600124212073,51.4286,22.8571,94.2857,42.8571,34.2857,51.4286,5.7143,7.142857142857142,81.6667,28.9474,13.157894736842104,5.263157894736842,23.3333,70.0,26.6667,11.842125,2.6316,100.0,100.0,0.0,2.6316,32.4324,13.513513513513514,16.216216216216218,18.5714,4.2857,70.0,38.0,38.0,37.0,37.0,0.0,0.0,0.0,44.7368,31.5789,0.0,23.6842
15664,SAN JOSÉ DE PARE,112,False,83,76,76,44,46,4878,1078,22.0992,74.40355032,65.56138758191453,22.960229602296025,136.30822540414908,27.94346564250699,50.375035002751055,CHIQUINQUIRÁ,Lejano,2,Renovación y articulación financiera,0.0873899502570094,1.832042453942678,0.705231943458986,intermedia,1,False,-1.2415116063278564,0.9192564363710056,0.6546179937679921,1.67270388728872,-0.850613791036249,66.2651,14.4578,92.7711,63.8554,62.6506,31.3253,12.0482,28.915662650602407,55.2632,22.7273,4.545454545454546,27.27272727272727,21.0526,64.4737,18.4211,14.673925,28.2609,100.0,100.0,2.1739,0.0,83.3333,16.666666666666664,26.1904761904762,10.7143,1.7857,83.0,44.0,44.0,42.0,42.0,0.0,0.0,4.3478,63.0435,21.7391,2.1739,8.6957
15667,SAN LUIS DE GACENO,263,False,262,236,236,160,168,5363,2479,46.2241,469.84549608,11.414390570399018,49.03971657654298,101.66986305236446,18.957647408607954,83.10671354599249,TUNJA,Muy lejano,4,Capacidades intermedias y baja densidad,0.1281907523910398,1.5890946679766564,0.1658108505360291,intermedia,1,True,0.1694339408012438,0.2323938989562537,-0.2953493096159879,-0.9143084700477389,0.8027196786309049,53.8168,20.229,90.458,51.5267,45.4198,37.4046,5.7252,9.923664122137405,76.6949,26.875,19.35483870967742,14.838709677419354,15.2542,65.678,16.1017,19.64285,8.9286,100.0,80.0,1.1905,1.1905,29.0323,16.99346405228758,16.7741935483871,9.1255,8.365,262.0,155.0,155.0,153.0,155.0,0.0,2.9762,1.1905,54.7619,26.1905,2.9762,11.9048
15673,SAN MATEO,162,False,151,140,140,105,120,3405,1317,38.6784,123.87947183,27.48639423223153,47.57709251101322,83.60171295332547,24.552632291725544,80.27007406330299,DUITAMA,Muy lejano,5,Permanencia con brechas de gestión,0.2714031857218905,0.88229604974121,1.3224043471616476,representativa,3,True,1.1521560676505174,-0.6511557105148912,-0.5174370339428734,-0.4994198763324219,0.7099952579600178,49.6689,27.8146,89.404,45.6954,19.2053,36.4238,2.649,3.9735099337748334,80.7143,32.381,3.8095238095238098,4.761904761904762,16.4286,55.0,9.2857,19.79165,10.8333,100.0,92.3077,1.6667,0.0,25.0,23.07692307692308,10.576923076923077,28.3951,9.8765,151.0,105.0,105.0,104.0,104.0,0.0,7.5,0.8333,61.6667,21.6667,0.8333,7.5
15676,SAN MIGUEL DE SEMA,72,False,72,60,60,59,61,3074,492,16.0052,93.99806905,32.7027994411764,23.42225113858165,66.06823156454604,21.4925932220384,11.850020714215752,CHIQUINQUIRÁ,Muy próximo,5,Permanencia con brechas de gestión,0.1033420840034896,3.2290988710959647,0.4718948907533478,intermedia,5,False,2.322028927694764,1.0819843660687187,-0.380796015961502,2.139928364690648,-0.8213235036006726,40.2778,33.3333,86.1111,68.0556,69.4444,50.0,6.9444,8.333333333333332,70.0,42.3729,10.0,40.0,25.0,46.6667,25.0,9.426225,34.4262,100.0,71.4286,1.6393,1.6393,44.8276,27.58620689655172,22.41379310344828,8.3333,2.7778,72.0,60.0,60.0,58.0,58.0,0.0,4.918,4.918,63.9344,11.4754,0.0,14.7541
15681,SAN PABLO DE BORBUR,205,False,197,156,156,115,118,6736,909,13.4947,195.90435675,34.38412555875943,30.43349168646081,111.19794754365182,16.50800883961577,34.818496086562746,CHIQUINQUIRÁ,Intermedio,2,Renovación y articulación financiera,-0.0859726957916991,1.0189185503143825,0.2219366643855427,fronteriza,4,False,-0.7800682198954608,-0.6783562845486512,-0.0054223177022654,0.2230800455226757,-0.3768393512420427,61.4213,15.736,92.3858,58.8832,45.6853,57.3604,2.5381,3.045685279187817,74.359,15.6522,6.1946902654867255,28.31858407079646,16.6667,65.3846,30.1282,15.677975,20.339,95.8333,83.3333,0.8475,0.0,61.6071,25.0,18.75,3.9024,6.8293,197.0,113.0,113.0,112.0,112.0,0.0,1.6949,0.0,64.4068,23.7288,0.8475,9.322
15686,SANTANA,408,False,342,279,279,213,245,7745,2756,35.5842,67.96382351,113.95768513318596,52.6791478373144,152.35659748020043,19.67160716335706,50.295821162181205,DUITAMA,Lejano,3,Mayores capacidades y densidad,0.2149484707944407,0.6578524963140862,1.146738866949358,representativa,1,False,-0.4008391649923578,0.8015925557774256,0.6299204522796235,-0.0349264993212978,1.0334448274778971,58.7719,17.8363,84.5029,53.5088,49.4152,40.6433,10.8187,12.573099415204677,67.0251,23.0047,6.796116504854369,20.87378640776699,19.3548,57.3477,23.6559,27.346925,21.2245,98.0769,96.1538,0.0,0.0,52.9412,6.372549019607843,14.705882352941178,9.3137,10.7843,342.0,206.0,206.0,204.0,204.0,0.0,4.0816,0.4082,61.6327,21.2245,2.449,10.2041
15690,SANTA MARÍA,129,False,129,115,115,85,87,3630,2192,60.3857,309.65967338,11.722546757147263,35.53719008264463,1302.4651147286363,358.8058167296519,78.54713883530883,TUNJA,Muy lejano,4,Capacidades intermedias y baja densidad,0.2037912450892282,1.7577171583695554,0.5175908773209172,intermedia,1,False,0.3413588515132593,-0.2122958282255833,0.8640082051466257,-1.903119499285476,-0.0532856177721406,54.2636,22.4806,94.5736,58.9147,40.3101,34.1085,4.6512,5.426356589147287,55.6522,18.8235,2.3529411764705883,29.411764705882355,20.0,57.3913,14.7826,19.252875000000003,4.5977,75.0,100.0,0.0,0.0,78.5714,5.952380952380952,7.142857142857142,14.7287,1.5504,129.0,85.0,85.0,84.0,84.0,0.0,0.0,0.0,51.7241,36.7816,1.1494,10.3448
15693,SANTA ROSA DE VITERBO,481,False,439,398,398,242,258,13415,8317,61.9978,116.70609241,114.94686972186322,35.85538576220648,179.11457625989368,13.35181336264582,8.340261532020108,DUITAMA,Muy próximo,4,Capacidades intermedias y baja densidad,0.3408830119378898,0.8525095550738422,0.8709246781625746,representativa,1,False,-0.7007597038708674,0.6647206380658909,0.3147834480039589,-0.3835408531036853,-0.0331133050482517,61.7312,16.8565,92.4829,52.8474,53.5308,29.385,6.8337,7.289293849658314,73.8693,36.3636,2.109704641350211,11.39240506329114,30.6533,62.3116,17.8392,20.251925,16.6667,97.6744,88.3721,0.3876,0.0,67.094,11.538461538461538,6.41025641025641,27.2349,5.1975,439.0,237.0,237.0,234.0,234.0,0.0,5.4264,1.5504,60.4651,16.6667,5.0388,10.8527
15696,SANTA SOFÍA,187,False,185,170,170,99,149,3305,1133,34.2814,77.56281644,42.61062390065009,56.58093797276853,115.35953427647766,34.90454894900988,25.29428284208675,CHIQUINQUIRÁ,Intermedio,3,Mayores capacidades y densidad,0.2744105427472355,2.480112855610817,1.4355768850125283,intermedia,5,False,-1.2938578753078311,3.2259611977448976,0.8826466980733634,0.5596118353271514,1.2808024625776084,66.4865,14.0541,60.5405,40.0,41.0811,24.8649,4.3243,10.81081081081081,77.6471,31.3131,23.52941176470588,23.52941176470588,17.6471,53.5294,22.9412,51.84565,21.4765,96.875,96.875,1.3423,0.0,23.8095,26.1904761904762,22.61904761904762,7.4866,38.5027,185.0,85.0,85.0,84.0,84.0,0.0,0.0,0.0,67.7852,23.4899,2.6846,6.0403
15720,SATIVANORTE,56,True,47,43,43,21,24,2104,693,32.9373,161.31016458,13.043195420934213,26.61596958174905,43.35052495141724,20.603861668924544,45.91429858791366,DUITAMA,Lejano,5,Permanencia con brechas de gestión,0.068946354564434,0.7265464621246426,0.711521584307118,representativa,3,False,0.9571014732590856,-0.3256765495003344,-0.2914361899838292,-0.5470424840710231,-0.6188547357143979,46.8085,23.4043,80.8511,46.8085,40.4255,70.2128,2.1277,4.25531914893617,62.7907,28.5714,4.761904761904762,5.0,11.6279,67.4419,6.9767,12.499975,16.6667,100.0,100.0,0.0,0.0,23.8095,10.526315789473683,19.047619047619047,10.7143,12.5,47.0,21.0,20.0,19.0,21.0,4.1667,4.1667,4.1667,79.1667,4.1667,0.0,4.1667
